ProductName,CurrentPrice,Description,FamilyBrand,Subtype,Type,Proof,Size,ProofBin
Bols Amaretto,11.9,"BOLS Amaretto is a gold-brown liqueur. Amaretto, which originated in Italy, is famous for its sweet almond aroma and nutty caramel flavour. A distillation of carefully selected ingredients creates this exquisite liqueur although the main ingredient of Bols Amaretto is the kernel of ripe apricots that is also used in making Bols Apricot Brandy liqueur. Amaretto liqueur is said to have been invented by the woman who modeled for Renaissance-era Italian painter, Bernardino Luini, in 1525. Luini, a follower of Leonardo da Vincis art style, chose the mother of a local child to be his model for the Madonna. In return she gave him ringraziarlo a gift, a drink distilled from almonds. Bols Amaretto is essential for classic drinks such as the Amaretto Sour, and also for more modern drinks like the Alabama Slammer and Screaming Orgasm.",Bols,Cordials,Spirits,56.0,1e3,40-80
Bols Black Raspberry,11.9,Bols Black Raspberry is a deep red liqueur made with flavors directly extracted from fresh raspberries and distilled. This liqueur boasts a unique combination of both red and black raspberries in its recipe.,Bols,Cordials,Spirits,34.0,1e3,0-40
Bols Blue Curacao,9.9,"BOLS Blue the original Blue Curacao. Bols Blue was, and still is, the worlds best-selling blue curacao. It is one of the oldest flavors in the modern Bols liqueur range. Bols Blue adds a sparkling blue color, a powerful orange flavor and a superb and unique aftertaste to any cocktail. As well as being a great substitute for Triple Sec in cocktails like the Blue Margarita and electric lemonade, it is also delicious when served long with soda or orange juice. Most Blue Curacaos only offer color to a drink, but Bols Blue adds a rich, varied orange flavor from a special type of oranges and its peels. This gives Bols Blue a unique finish.",Bols,Cordials,Spirits,48.0,750.0,40-80
Bols Genever,41.9,NA,Bols,Gin,Spirits,84.0,750.0,80-120
Bols Maraschino Liqueur,16.9,NA,Bols,Cordials,Spirits,48.0,750.0,40-80
Bols Melon Liqueur,11.9,BOLS Melon is a light emerald green liqueur based on the honeydew melon. It has a uniquely crisp and fruity finish.,Bols,Cordials,Spirits,42.0,1e3,40-80
Bols Peach Schnapps,11.9,"Bols Peach Schnapps has a fresh peach flavor with overtones of orange and citrus. Peach, like Melon, is a liqueur flavor that came to prominence in the USA in the late 1970s and in the UK and Europe in the mid-1980s. Peach is just about the only ingredient that everyone agrees is indispensable in the wildly popular Sex on the Beach cocktail and the Bellini.",Bols,Schnapps,Spirits,42.0,1e3,40-80
Bols Triple Sec 30 Proof,7.9,"BOLS Triple Sec is a crystal clear liqueur flavored with Curaçao orange peel and hints of citrus. Bols Triple Sec is without a doubt the most essential liqueur in a modern bar. At least half of all classic and modern drinks are made with Triple Sec or a variant, like Dry Orange Curaçao. From the Sidecar, the Long Island Iced Tea and the White Lady to the Cosmopolitan and the Kentucky Lemonade, Bols Triple Sec has always delivered the full flavor of Curaçao oranges.",Bols,Cordials,Spirits,30.0,750.0,0-40
Bols Yogurt Liqueur,15.9,"BOLS Natural Yoghurt Liqueur is a delicious liqueur made from natural ingredients only, with no added colorants. Made from high-quality fresh yogurt, Bols Yogurt Liqueur has a unique sweet and sour taste profile and a natural, smooth flavor, making it a perfect, versatile ingredient for mixability. This liqueur is also delicious to enjoy straight, over ice, and with fresh fruits. The bottle has been designed with a special coating to ensure that the product remains in optimum condition while it has real standout on the back bar as well. The versatility of Bols Yogurt gives you even greater opportunity to create exciting cocktails and drinks. A delicious cocktail with this innovative liqueur is Strawberry Delight, which is made with fresh strawberries, Bols Yogurt and Bols Strawberry. FLAVOR Smooth and silky natural yogurt flavor. AROMA Unmistakably yogurt. COLOR Creamy white. USE Straight, on the rocks, excellent in cocktails and mixed drinks and delicious when poured on fruit and other desserts.",Bols,Cordials,Spirits,30.0,750.0,0-40
Bombay Gin,40.9,"Dry style gin imported from England. Blended with eight botanicals using a recipe that dates back to 1761. Bombay uses a unique distillation process which infuses the aromas and essences of the botanicals with the vapor of the spirit (rather than cooking them together as most gins do). Clean bouquet of coriander, juniper and citrus. Spicy flavors of vanilla and juniper. Creamy texture.",Bombay,Gin,Spirits,86.0,1750.0,80-120
Bombay Sapphire East Gin,27.9,"BOMBAY SAPPHIRE gin has an extraordinary smoothness with the overall taste being perfectly balanced. Inspiring the imagination of bartenders the world over, the aromatic flavors and crisp yet delicate finish create versatility unmatched by other gins that can be savored in inventive long drinks or perfectly balanced martinis; in classic or contemporary cocktails.",Bombay,Gin,Spirits,84.0,750.0,80-120
Bombay Sapphire Gin,49.9,"BOMBAY SAPPHIRE gin has an extraordinary smoothness with the overall taste being perfectly balanced. Inspiring the imagination of bartenders the world over, the aromatic flavors and crisp yet delicate finish create versatility unmatched by other gins that can be savored in inventive long drinks or perfectly balanced martinis; in classic or contemporary cocktails.",Bombay,Gin,Spirits,94.0,1750.0,80-120
Bonita Platinum Tequila,123.9,NA,Bonita Platinum Tequila,Tequila,Spirits,80.0,750.0,40-80
Boodles Gin,23.9,"Boodles Gin is wonderful expression of the product. It's clean in every respect. The nose is refreshing, and the finish silky. Very little medicine-esque characteristics are present.",Boodles,Gin,Spirits,90.0,750.0,80-120
Booker's,59.9,"Unlike anything you have ever tasted, Booker's is one of the only uncut, unfiltered, straight-from-the-barrel, bourbons available today. It's bottled at its natural proof of between 121 and 127, and aged between six and eight years. Booker's Bourbon delivers a range of intense flavors from oak tannin and smoky vanilla to lighter tones of mocha and coffee. Add spring water to customize the taste and finish to your palate. The complexity provided by this straight-from-the-barrel bourbon makes Booker's the rarest, absolute best bourbon you'll ever taste.",Booker's,Whiskey,Spirits,126.0,750.0,120-160
Booth's London Dry,23.4,"Domestic gin made in the 'London Dry' (not sweet) style. Distilled from grain, 100% neutral spirits. Higher proof than most other domestic gins, more in the style of British gin. Booth's still uses the same recipe that was invented by Felix Booth in 1740.",Booth's,Gin,Spirits,90.0,1750.0,80-120
Boru Irish Vodka,11.9,"Boru is a premium vodka from Ireland, inspired by our namesake, Ireland’s legendary High King, Brian Boru. Our vodka is made in Ireland from the finest local grain and pristine Irish spring water. The five-time distillation process produces a vodka of unusual clarity and exceptional smoothness.",Boru,Vodka,Spirits,80.0,750.0,40-80
Bourbon Supreme Rare,20.4,NA,Bourbon,Whiskey,Spirits,80.0,1750.0,40-80
Bowman Brothers,29.9,"John, Abraham, Joseph and Isaac Bowman were Virginia militia officers in the American Revolutionary War. In 1779, they led thirty pioneer families to Madison County, Kentucky and established Bowman's Station. Later, the brothers helped establish and settle Fayette County. They were legends, admired and respected by fellow settlers for their courage and bravery. This hand-crafted bourbon whiskey is a tribute to these four heroic Bowman Brothers. Tasting Notes: This small batch bourbon has been distilled three times using the finest corn, rye and malted barley. Our unique copper still produces a flavor like no other bourbon. After many years of aging in new charred oak barrels, this 90 proof Virginia bourbon whiskey will please even those with the most discerning tastes. The nose is warm like the Virginia summer. Its complex flavor has hints of vanilla and oak, while the finish is smooth and mellow like a quiet night on the front porch. Enjoy straight, over ice or with a splash of water.",Bowman,Whiskey,Spirits,90.0,750.0,80-120
Bowman's Bourbon,10.9,NA,Bowman's,Whiskey,Spirits,80.0,1e3,40-80
Bowman's Citrus Vodka,13.5,NA,Bowman's,Vodka,Spirits,70.0,1750.0,40-80
Bowman's Light Vodka,12.5,"As a small and American family owned company, A. Smith Bowman Distillery balances time-honored traditions with innovation and creativity to produce hand-crafted spirits. Distilled from the finest ingredients, the premium products created at A Smith Bowman Distillery honor the legacy and ground breaking spirit of Virginia's pioneers.",Bowman's,Vodka,Spirits,53.0,1750.0,40-80
Bowman's Rum,15.9,"As a small and American family owned company, A. Smith Bowman Distillery balances time-honored traditions with innovation and creativity to produce hand-crafted spirits. Distilled from the finest ingredients, the premium products created at A. Smith Bowman Distillery honor the legacy and ground breaking spirit of Virginia's pioneers.",Bowman's,Rum,Spirits,80.0,1750.0,40-80
Bowman's Scotch,12.45,NA,Bowman's,Whiskey,Spirits,80.0,1e3,40-80
Bowman's Virginia Gin,13.9,"As a small and American family owned company, A. Smith Bowman Distillery balances time-honored traditions with innovation and creativity to produce hand-crafted spirits. Distilled from the finest ingredients, the premium products created at A Smith Bowman Distillery honor the legacy and ground breaking spirit of Virginia's pioneers.",Bowman's,Gin,Spirits,80.0,1750.0,40-80
Bowman's Virginia Vodka,13.5,"As a small and American family owned company, A. Smith Bowman Distillery balances time-honored traditions with innovation and creativity to produce hand-crafted spirits. Distilled from the finest ingredients, the premium products created at A Smith Bowman Distillery honor the legacy and ground breaking spirit of Virginia's pioneers.",Bowman's,Vodka,Spirits,80.0,1750.0,40-80
Bowman's Virginia Vodka PET,7.7,"As a small and American family owned company, A. Smith Bowman Distillery balances time-honored traditions with innovation and creativity to produce hand-crafted spirits. Distilled from the finest ingredients, the premium products created at A Smith Bowman Distillery honor the legacy and ground breaking spirit of Virginia's pioneers.",Bowman's,Vodka,Spirits,80.0,750.0,40-80
Bowmore 18 Yr,148.3,"Cosseted away in the finest, hand-selected oak casks and allowed to mature at its own sedate pace, this is one of the most remarkable, perfectly balanced malts of its kind. One of our rarest most exceptional bottlings, the stocks of Bowmore 18 Years Old may be limited but there's no end to its enjoyment. On the eye mellow mahogany. Breathe in classic Bowmore smokiness, perfectly tempered with creamy caramel, chocolate and ripe fruit aromas. Sip beautiful soft fruit and chocolate balanced with a light smokiness - incredibly complex. Savour the long and wonderfully balanced finish.",Bowmore,Whiskey,Spirits,80.0,750.0,40-80
Bowmore Legend,36.9,"Crafted from a selection of the finest North American bourbon barrels, which help to bring out its trademark characteristics, Bowmore Legend is a fitting tribute to the very first Islay malt. So much so that it has become something of a legend in its own right, among single malt whisky lovers everywhere.",Bowmore,Whiskey,Spirits,80.0,750.0,40-80
Bowmore Single Malt 12 yr,48.9,Colour: Warm Amber Nose: Subtle notes of lemon and honey are bound together with the distinctive Bowmore smokiness. Palate: Warm and delicious with subtle dark chocolate and peat smoke.,Bowmore,Whiskey,Spirits,80.0,750.0,40-80
Bowmore Single Malt 25 yr,394.6,"A whisky to be savoured slowly, every delicious drop of this exquisitely balanced malt has been matured for a quarter of a century in North American bourbon and Spanish sherry casks. Exceptional even by Bowmore's standards, our highly acclaimed Bowmore 25 Years Old exhibits the finest qualities of each. On the eye deep, rich mahogany. Breathe in intense sherry and stewed fruits, with a trace of Bowmore smokiness. Sip delicious toffee and hazelnut, woven together with just a hint of sweet peat smoke. Savour the mellow, gentle and incredibly complex finish.",Bowmore,Whiskey,Spirits,86.0,750.0,80-120
